,especie,pcHor1,pcHor2,pcHor3,pcHor4,pcHor5,pcHor6,pcHor7,pcHor8,pcHor9,pcHor10,pcVer1,pcVer2,pcVer3,pcVer4,pcVer5,pcVer6,pcVer7,pcVer8,pcVer9,pcVer10,pcDia1,pcDia2,pcDia3,pcDia4,pcDia5,pcDia6,pcDia7,pcDia8,pcDia9,pcDia10
0,Annona_crassiflora,-1.3549948013464843,-5.391175476400966,-0.4208759240391954,1.031171317871002,-1.5610168800535256,-1.118790970876645,-0.7079588724028656,0.23516682993606688,-0.3008899322683595,1.9460003247279034,7.782150222063352,-0.8575651017442778,-0.7700461961912054,0.08829248140673085,0.2717442737486756,-0.29808593415189544,0.0016806555565287262,0.4116850788385676,0.42124940466348687,-0.07860640732690811,2.3303680794978536,-1.118585350535823,-0.5670603411396078,1.8020790106433116,1.69663651787143,0.33698344349788883,1.1533843950949596,-1.4423848282137117,-0.686950916714168,0.469093403666401
1,Annona_crassiflora,-2.0749662268889955,-5.0445811181327365,-0.4122301791946584,1.346867710635821,-1.0366575164501488,-1.1107768209137676,-0.6431892662071533,0.6812563822211046,0.08751900102486844,1.6624473087961158,7.4250063340574695,-0.24007367082656392,-0.719740051962419,0.259112835004994,-0.005005198880963553,-0.14993693935453536,-0.02655156830577271,0.20660265630168181,0.40946520253508295,-0.37411486917941605,3.823909490393117,-2.8253345470373357,-1.056819555851166,-0.09238259559880155,1.5210205030352606,-2.56021870576095,-0.3154321723748287,-0.3754846276109522,1.547014531356756,1.1787246102126345
2,Annona_crassiflora,-0.3299759528400079,-5.440028453504122,-0.3776741585559954,0.5633422807393026,-0.14026924161176493,-0.30359318166747773,-1.6320305553762668,0.566267995371012,1.3406622079768267,0.4321456177112604,8.18212798807787,-0.7473490555873772,-0.11995012950546986,-0.3637725220992725,-0.05501188607553176,-0.0029279833206928138,-0.5782738060123803,-0.34442498104492714,0.40120144835534527,0.09091687996640449,3.539364382975509,-2.27637812103754,-0.8204388944891488,-2.2539554397101704,0.9446929780521992,1.1786889636941686,1.3427380952328536,-1.186971599296256,-1.3343649140369904,-0.6878203958905419
3,Annona_crassiflora,-1.326670487134201,-5.968243139770651,-0.5753888933386476,0.6798030373744336,-0.10067711456802741,0.058517407049309564,-1.725461035493372,0.4294269863879723,0.7455104935669088,0.4461140914577226,7.292473758955458,-1.4083956885469713,-0.23208805624944104,-0.274544966578073,-0.16061301483858428,0.05167380307403492,-0.7218194190086494,-0.43165116825365796,0.28220254621100416,-0.3896868950933611,4.218679564240673,-0.6727305027592972,1.7001614040523376,0.9924879934736067,-1.2683750677351042,1.2059878609862928,-2.8818671752629443,2.754692253316636,3.092405646904693,1.5350714906174807
4,Annona_crassiflora,-14.064084904536967,-1.0414600066229827,-3.4067046207232856,1.7291865946963778,-0.8130097574246851,-0.7205696998252848,-0.41140341636073274,-0.02259145249877052,0.5606505188354104,0.07717588316600878,-7.5948007458546645,1.732309774900033,-0.9347705883847695,0.8624244219808483,0.24478604648856517,-0.4693231045512078,-0.4505273469214936,0.551636624927049,0.11941117068713092,0.4128312715749696,-7.014540676803739,2.6740100878554256,1.1546761918486148,0.56173053828287,0.9127106856263961,0.8011240744946433,-1.9415601403396807,-0.9127838339683552,-0.1381199455752155,-1.6089113478525525
5,Annona_crassiflora,-14.170308279843656,-1.0101871848096147,-3.3530628299339926,1.481563835895038,-0.560696999643081,-0.6213307555511944,-0.1177379025969623,-0.1376962807050006,0.2960949664471347,-0.053528106439823454,-7.179619006950059,1.1824399157044667,-1.4441253881246658,0.22145091744645212,-0.1289161189070285,-0.0923871023902977,-0.17904376829038424,0.01000139806396097,0.1566475607588407,0.2330089033075704,-5.075814849230327,1.6138445755692103,-0.3720424254469782,1.525160942110842,2.2950186235694607,-1.4583535168948238,-1.735722369756623,-0.9775672880143108,-0.6504355460778445,-0.878358976193477
6,Annona_crassiflora,3.695221295738074,-7.067834714702199,0.49138238808426327,-1.079947680686458,-0.25066873276373003,0.7256773115324022,-0.8927107396740086,-0.3929280255363692,0.21984267502351737,0.15117777847430636,9.751168887985134,-3.044273819608017,0.14325055754553642,-0.6837390544407146,-0.5240154202342304,0.1058224106914018,0.054089291507159715,0.11099202772134603,0.12245489443426055,-0.41365238428526907,8.484199627763456,-0.06754038933704203,1.0757796592869961,-0.01298631115373486,0.8108064753664057,2.1512348665918513,0.5278443621440772,-2.9453456902961697,0.6625748315363508,1.9496646135597147
7,Annona_crassiflora,3.172529142078405,-7.350324053904117,0.15547249267753416,-0.4696855848603575,-0.2745829840652934,0.826772452397878,-1.0556523409908587,-0.05429318132293574,-0.16418410436611208,0.6278533772474627,10.557249264138994,-2.701119638511643,0.13628958302832384,-0.7196975217702734,-0.5814622955493134,0.13350534073403658,0.14221124840984875,-0.052269073342747566,0.04950037230263679,-0.055467979662223166,6.442379956291993,-2.9785322596440946,-2.2479280121335723,1.7622395472230805,-2.3952709909684597,-0.6458537350282133,-0.9623898011737815,0.19076228370703388,0.6763205193265645,-0.7763508479815817
8,Annona_crassiflora,3.9232772780156226,-7.229554306138199,0.5942447845172776,0.09709953025331154,0.015760106994480716,0.17612017711385966,-0.7635130493611284,-0.26277183866485293,-0.75529836383868,0.023647272990973238,10.389500732760235,-3.9401609748547926,0.39367940421975434,-0.5259931943504562,0.03373754279909204,0.10833661465166301,0.038580251472348864,-0.2498889482412559,-0.09766322459362325,-1.200798629163922,6.273810075633678,-2.1106255695794696,-0.45169037899563036,1.1279945448989548,-2.3360648023819257,1.6861208558410365,1.5492592335939623,1.5414135881384121,-2.1404966986477385,0.707143917964784
9,Annona_crassiflora,3.3644687322657085,-7.2111939805142935,0.07614178814082187,-0.30594946840514725,-0.21190386654829124,0.03579919637279162,-0.9081637716556034,0.379428005785607,-0.6834065167685476,-0.34347612992524723,9.94669364700793,-4.213784715107696,0.30650840862917367,-0.5528599957942509,0.07672740367650085,0.22261016112162504,-0.23597760147324626,0.0850378135668324,-0.3386909640412521,-1.0042960773437528,7.7962853430978045,-1.507445340431568,-1.3081695134390727,4.390234542473613,-3.1823529780791597,2.030342866389826,1.201532939570797,-0.22054765373864135,-0.7899932380819593,1.0867192403507886
10,Annona_crassiflora,0.19847963845559072,-5.2377417116787806,-1.371711640260007,0.811337941015433,-0.5326787173808686,-0.34458115388729266,-0.013075344347891626,-0.3932454955062295,-0.19810726040007004,-0.4226639469157209,10.193481421029096,-0.443159358337328,-0.5921555471166784,0.4775184800121877,-0.16745838479046446,-0.10645281316238983,-0.1979229512798037,-0.2935675888737858,-0.6914631406638342,-0.2570189115329425,4.740075437329436,1.2136432515967048,-0.5697963323498034,-0.6688683695886576,-0.6494190980949996,-0.5424125882032477,1.4207398391838562,0.9142135328330004,0.77573991921048,0.8193353214526913
11,Annona_crassiflora,-0.2965234354537827,-4.849527791901762,-1.3476903292391618,0.6483562599095936,-0.3787680127683546,-0.5184746818371553,0.1200163743446638,0.2632977843133109,0.32442681207276136,-0.8127347493494597,10.635443793746681,-0.3188977904997122,-0.4749663394077758,0.40676791443610427,-0.1816115835333439,-0.0234578827463888,-0.028656899627738455,-0.4582321253583882,-0.07992147904930468,-0.5769286814400026,6.393869090715465,-0.46258823496466867,-0.25153593125295487,2.2220476636958137,-1.8140883352116222,-0.6040498301454379,1.3120965131081508,-1.3889643775429252,0.8811209752075955,1.0569485166698247
12,Annona_crassiflora,3.9223037268004766,-4.593758581663612,1.3148992898100929,0.4692123849726528,-0.5129500472999796,-1.1861684227902471,0.6279633925687981,0.7141958950427499,0.5646065984713181,0.5258140611756168,15.784580724773804,-0.3438085761342455,0.3778589343116007,0.6797053641696331,0.23592388204112164,0.3099546283905455,-0.1694005835167394,0.14719719639457107,-0.2617278601414067,-0.27241605020545434,8.873095502847638,-3.3103601809321668,-0.7444375045637082,-2.4420058508281213,0.45736141050707785,0.43701307783163723,-2.9486037449751965,2.3401004033763018,1.3572057119603245,-3.1658099910301196
